Turno,Sol,Hora,Cenário,Score Saúde (%),Baterias (%),Evento,Diagnóstico,Ações Recomendadas
228,38,04:00:00,3,36,10.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
229,39,08:00:00,3,36,10.5,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
230,39,12:00:00,3,36,11.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
231,39,16:00:00,3,36,11.5,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
232,39,20:00:00,3,36,11.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
233,39,00:00:00,3,36,10.5,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
234,39,04:00:00,3,36,10.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
235,40,08:00:00,3,36,10.5,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
236,40,12:00:00,3,36,11.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
237,40,16:00:00,3,46,11.5,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
238,40,20:00:00,3,46,11.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
239,40,00:00:00,3,46,10.5,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
240,40,04:00:00,3,46,10.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'crítico', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação. | -> Isolamento Tático: Manter operações 100% autônomas.
241,41,08:00:00,4,52,11.5,nenhum,"{'energia': 'crítico', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
242,41,12:00:00,4,53,13.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
243,41,16:00:00,4,53,14.5,nenhum,"{'energia': 'crítico', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
244,41,20:00:00,4,53,14.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
245,41,00:00:00,4,53,13.5,nenhum,"{'energia': 'crítico', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
246,41,04:00:00,4,53,13.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
247,42,08:00:00,4,54,15.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
248,42,12:00:00,4,54,17.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
249,42,16:00:00,4,55,19.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
250,42,20:00:00,4,55,18.5,nenhum,"{'energia': 'crítico', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
251,42,00:00:00,4,55,18.0,nenhum,"{'energia': 'crítico', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
252,42,04:00:00,4,55,17.5,nenhum,"{'energia': 'crítico', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
253,43,08:00:00,4,55,19.5,nenhum,"{'energia': 'crítico', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Protocolo Economia: Desligar Laboratório e hibernar aquecimento secundário. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
254,43,12:00:00,4,56,21.5,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
255,43,16:00:00,4,57,23.5,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
256,43,20:00:00,4,57,23.0,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
257,43,00:00:00,4,57,22.5,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
258,43,04:00:00,4,56,22.0,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
259,44,08:00:00,4,57,24.0,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
260,44,12:00:00,4,58,26.0,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
261,44,16:00:00,4,59,28.0,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
262,44,20:00:00,4,59,27.5,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
263,44,00:00:00,4,58,27.0,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
264,44,04:00:00,4,58,26.5,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
265,45,08:00:00,4,59,28.5,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
266,45,12:00:00,4,60,30.5,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
267,45,16:00:00,4,61,32.5,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
268,45,20:00:00,4,60,32.0,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
269,45,00:00:00,4,60,31.5,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
270,45,04:00:00,4,60,31.0,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
271,46,08:00:00,4,61,33.0,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
272,46,12:00:00,4,62,35.0,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
273,46,16:00:00,4,62,37.0,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
274,46,20:00:00,4,62,36.5,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
275,46,00:00:00,4,62,36.0,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
276,46,04:00:00,4,62,35.5,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
277,47,08:00:00,4,63,37.5,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
278,47,12:00:00,4,63,39.5,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
279,47,16:00:00,4,64,41.5,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
280,47,20:00:00,4,64,41.0,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
281,47,00:00:00,4,64,40.5,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
282,47,04:00:00,4,64,40.0,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
283,48,08:00:00,4,64,42.0,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
284,48,12:00:00,4,65,44.0,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
285,48,16:00:00,4,66,46.0,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'crítico'}",[!] PROTOCOLO OMEGA: Risco de perda da colônia. Redirecionar energia para Suporte à Vida. | -> Ajuste de Carga: Monitorar baterias de perto. | -> Emergência Médica: Sistemas inoperantes. Realizar checagem manual da tripulação.
286,48,20:00:00,4,72,45.5,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Ajuste de Carga: Monitorar baterias de perto.
287,48,00:00:00,4,72,45.0,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Ajuste de Carga: Monitorar baterias de perto.
288,48,04:00:00,4,71,44.5,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Ajuste de Carga: Monitorar baterias de perto.
289,49,08:00:00,4,72,46.5,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Ajuste de Carga: Monitorar baterias de perto.
290,49,12:00:00,4,73,48.5,nenhum,"{'energia': 'alerta', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Ajuste de Carga: Monitorar baterias de perto.
291,49,16:00:00,4,74,50.5,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Atenção: Desvios operacionais detectados. Nível de alerta amarelo. Revisar parâmetros.
292,49,20:00:00,4,74,50.0,nenhum,"{'energia': 'normal', 'comunicacao': 'normal', 'suporte_vida': 'normal', 'habitacao': 'normal', 'laboratorio': 'crítico', 'suporte_medico': 'normal'}",-> Atenção: Desvios operacionais detectados. Nível de alerta amarelo. Revisar parâmetros.
